what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210482045
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210483914
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210484464
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210484755
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210486957
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210496138
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210505942
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210508231
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210511225
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210517488
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210520322
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210523940
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210528245
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210532846
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210537092
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210540737
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210543899
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210551724
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1312210557899
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1312210561688
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1312210573391
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1312210573396
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1312210573427
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1312210573440
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210578142
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312210587161
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1312210587240
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312210587240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210587252
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312210587260
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1312210587552
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312210587552
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210589939
error,log,,,"Failed to load properties file for project 'NgixingApps'",1312210622655
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1312210622791
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210622933
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312210632373
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312210632548
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1312210633119
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210637966
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210643028
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312210643244
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312210643326
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210662018
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210664800
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210669009
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210671787
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1312210678408
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1312210679004
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1312210679899
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210705682
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210733727
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312210738880
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210743523
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210751293
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210764814
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1312210772505
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210786997
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210794642
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210800086
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210802470
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210805942
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210810894
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210813172
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210816888
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1312210819342
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1312210820024
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1312210822349
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210828159
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210838289
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210844178
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1312210845253
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210847031
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312210847195
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312210847281
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210850005
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210852624
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312210860050
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210862654
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210864164
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210864512
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312210866428
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210867923
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210868220
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210871473
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210876039
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312210878129
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210886614
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210887634
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210891992
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210897068
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210898883
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210902163
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210905107
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210908614
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210910631
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210912926
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210919088
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210920384
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210924591
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210927265
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210929755
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210937035
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210938794
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210943630
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210951324
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210962715
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210964323
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210966483
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210970832
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210973234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210977427
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210980069
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210981453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210984734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210992649
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312210996156
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312210999508
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211002481
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211003064
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211004053
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211005639
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211007286
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211014045
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211015393
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211018960
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211020979
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211025060
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211026083
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211030913
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211033773
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312211037404
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211038752
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211051112
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211076047
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211090023
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211092398
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211094210
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211099608
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211101942
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211111318
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211113416
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211115230
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211120519
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211127234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211130387
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211132672
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1312211147509
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1312211147689
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1312211149112
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211158826
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211162724
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211166300
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211167664
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211170550
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211171170
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211174761
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211176980
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211194223
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211195548
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211200518
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211205466
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211207821
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211208480
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211215558
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211217383
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211220884
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211222393
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211223384
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211226459
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211228607
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211235664
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211240190
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211243308
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211250699
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211252103
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211256577
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211258740
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312211263655
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211265595
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211265927
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211267552
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211269973
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211272095
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211276651
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211277823
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211279780
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211281710
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211283852
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211284853
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211286279
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211294399
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211299823
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211300725
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211302608
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211304058
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211306394
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211307893
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211312467
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211315394
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211316437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211319028
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211320898
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211326924
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211328588
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211330451
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211339527
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211340688
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211342252
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211346318
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211350000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211354741
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211360788
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211362619
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211364375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211369097
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211371326
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211376461
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211377832
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211378323
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211379268
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211380805
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211385616
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211387737
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211391476
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211394858
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211397078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211410247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211411875
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211415078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211417966
